                                                       ITENS VENDIDOS NO PERIODO
 /05/2025  a  31/05/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
       0|              |          |      0-00                 |CAD 1/4 BROCH LA FADINNE|     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1/4 CD 48F RX       |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1/4 COST X-MOTO 9|     1,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 48F AMAR     |     2,000|      11,60|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 MAIS + 96FRS |     6,000|      51,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X8 LIBERTY 80F  |     3,000|      27,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 4 ELEM 10M 160F  |     1,000|      22,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 4 ELEM 1MAT 80F  |     2,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 48F VERM JAND    |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 96 F JANDAIA VERM|     1,000|       7,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 96F AMA JAND     |     1,000|       7,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD ACT 20M 320F     |     1,000|      40,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BICYCLES 1M 80F  |     1,000|      12,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BR 1X4 PINK 48F  |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC 48F PRETO   |     2,000|      19,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC INIV HURRAC |     1,000|      13,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROCHURAO 48F VER|     3,000|      15,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CIFF FEM 15M 240F|     1,000|      35,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CLIF FEM 1M 8OF  |     2,000|      26,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CLIF MASC 80F 1M |     2,000|      26,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 10M 140F |     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 12M 168F |     1,000|      19,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 15M 210F |     2,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD GAME 20M 320F    |     1,000|      40,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD LIKE IT 1M 80F   |     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD LINDINHAS 1M 80F |     1,000|      12,80|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /05/2025  a  31/05/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CAD CD MAXCAR 12 MAT 168|     1,000|      19,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD POP COLLECTION 10|     1,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WAY 1M 80F       |     2,000|      27,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WAY MASK 12M 192F|     1,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WOOF 1M 80F      |     1,000|      12,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD X MOTO 10M 140F  |     4,000|      78,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XGIRL 10M 140F   |     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XPHOTO 12M 168F  |     1,000|      20,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XSURFING 15M 210F|     1,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD DES ESP GDE 48F     |     1,000|       8,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD ESPIRAL 1X4 48F PERF|     2,000|       7,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD ESPIRAL 1X4 96F BRAS|     4,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD UNIV FREE 4M 56F    |     2,000|      16,00|       0,00|     0,00
       0|              |          |      0-00                 |CADER CALIGRAFI 3       |     2,000|       7,40|       0,00|     3,43
       0|              |          |      0-00                 |CADERN AT MEDIA 1X8 48F |     5,000|      12,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO  CD 1X4 48 F JAN|     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 1/4 96FLS FAST  |     1,000|       8,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 10 MAT 140FLS BI|     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 96F AZU CD TILIB|     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO BRASILI 1X4 48F |    14,000|      49,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 10MAT 140FLS |     1,000|      18,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 10MAT 140FLS |     1,000|      19,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 10MAT 160FLS |     1,000|      22,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD BROCH PRE 96 |     1,000|      12,80|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD FEMME 1M 80F |     1,000|      13,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD GIRL 1M 80F J|     3,000|      40,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD MAXICARS IM 8|     3,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD PRETO  1X4  4|     2,000|      12,60|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD XPICKUP 15M 2|     1,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CP 1/4 COST COP |     1,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO D+ CD 1/4 48FLS |     4,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO DE BOLSO        |     3,000|       3,90|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO PEQ TURM DO JAND|     2,000|       6,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO PEQUENO PATATI P|     1,000|       5,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV 48FLS RS   |     1,000|      10,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV. PERFIL 10X|     1,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV. PERFIL 6X1|     2,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNOA CD 10MAT FAST 1|     1,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |CADRENO CD FAST 1M 80F J|     1,000|      13,50|       0,00|     0,00
       0|              |          |      0-00                 |CALCULADORA KENKO KK-119|     2,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 1            |     0,000|       3,60|       0,00|     3,43
       0|              |          |      0-00                 |CALIGRAFIA 2            |     3,000|       9,00|       0,00|     3,43
       0|              |          |      0-00                 |CALIGRAFIA 3            |     1,000|       1,80|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 4            |     7,000|      19,80|       0,00|     6,81
       0|              |          |      0-00                 |CAMIAO AMAR E PRAIA     |     2,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO BASCULANTE 897 |     1,000|      49,50|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO FORTE CACAMBA  |     1,000|      24,50|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO FRICCAO 8CM BRI|     2,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CAN COMP 0,4 MICROLIN VM|     1,000|       5,00|       0,00|     0,00
       0|              |          |      0-00                 |CAN FA                  |    12,000|      19,80|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /05/2025  a  31/05/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CANECA MELAMNINE NATALIN|     1,000|      11,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC 4 CORES      |     2,000|      19,60|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CELEBRATIO PR|     1,000|       6,70|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CELEBRATION A|     3,000|      20,10|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL 1.6 A|     2,000|       4,40|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL 1.6 P|    25,000|      55,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL AZ   |   161,000|     193,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ESCRI|    68,000|      70,00|       0,00|     2,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ESCRIT|    31,000|      31,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ESCRITO|     9,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL PRETA|    40,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ULTRA|    10,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ULTRAA|     8,000|      13,60|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL ULTRA1|     1,000|       1,70|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL VERDE|     4,000|       4,80|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL VERME|     8,000|       9,60|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BONEQUINHA SB010 |     1,000|       8,70|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR  07 VER|     3,000|       4,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR 07 AZUL|     1,000|       1,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR 07 PRET|     2,000|       2,40|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR 07B 1,2|     1,000|       1,40|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR AZUL 1,|     4,000|       5,60|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR ECONOMI|     8,000|       8,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR MICROLI|     4,000|      20,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA COMPACTOR TOP 200|     4,000|       4,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA ESF POP GEL 1.0MM|     1,000|       6,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA ESFEROGRAFICA AZU|     2,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA ESFEROGRAFICA VER|     1,000|       8,50|       0,00|     0,00
       0|              |          |      0-00                 |CANETA FABER CASTELL PRE|     4,000|       6,80|       0,00|     0,00
       0|              |          |      0-00                 |CANETA HID FC 12        |     1,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT FINE AZ 07 |     3,000|      11,40|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT FINE PRE 07|     9,000|      34,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT FINE VERM 0|     1,000|       3,80|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT FRIXION BAL|     2,000|      39,60|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT MEDIA AZUL |     9,000|      34,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA PILOT MEDIA PR M |     6,000|      22,80|       0,00|     0,00
       0|              |          |      0-00                 |CANETA QUE APAGA  FRIXIO|     1,000|      19,80|       0,00|     0,00
       0|              |          |      0-00                 |CANETA WAVE CIS 4ML     |     1,000|       9,50|       0,00|     0,00
       0|              |          |      0-00                 |CANETE CIS SPIRO 07MM SO|    30,000|     115,40|       0,00|     0,00
       0|              |          |      0-00                 |CARBONO P/ TECIDO CORES |     1,000|       2,50|       0,00|     0,00
       0|              |          |      0-00                 |CARBONO PARA MANUSCRITO |    23,000|      18,40|       0,00|     0,00
       0|              |          |      0-00                 |CARBONO PARA MAQUINA PRE|    27,000|      20,25|       0,00|     0,00
       0|              |          |      0-00                 |CARNE GPS SIDGRAPH      |    14,000|      77,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRINHO SEDAN 770      |     1,000|      18,50|       0,00|     0,00
       0|              |          |      0-00                 |CARRINHOS BS TOYS SORT C|     2,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO 2 MT2335          |     1,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO ASTON POLIC LUN 13|     1,000|      22,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO C CONTROLE MT2314 |     2,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO CONTROLE MT 2313  |     2,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO CONTROLE REMOTO MT|     1,000|      42,00|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /05/2025  a  31/05/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CARRO DUPLO CAR BS TOYS |     1,000|       7,50|       0,00|     0,00
       0|              |          |      0-00                 |CARRO EVO BOMB RESGATE 1|     1,000|      22,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO HOT SPEED SPK     |     2,000|      28,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO HOTWHEELS         |     2,000|      45,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO MT 2352           |     2,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO MULT MIX MT0198   |     3,000|      55,50|       0,00|     0,00
       0|              |          |      0-00                 |CARRO TOK KIDS 1266     |     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO TOK KIDS MT1091   |     3,000|      54,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO TOK MT1480        |     1,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |CARRO VERANEIO 0472     |     1,000|      24,30|       0,00|     0,00
       0|              |          |      0-00                 |CART BINGO 100F CADERSIL|     1,000|       5,20|       0,00|     0,00
       0|              |          |      0-00                 |CART PR DUP ESTAMP 27   |     1,000|       2,00|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA COLOR SET CORE|   119,000|     190,40|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA COMUM CORES   |    96,000|     124,80|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA GUA CORES     |    26,000|      59,80|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA GUACHE BRILHO |     3,000|       8,10|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA LAMINADO CORES|     4,000|      11,80|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA PESO 40 MILENI|     6,000|      13,20|       0,00|     0,00
       0|              |          |      0-00                 |CARTOLINA PR BCA CARTAZ |    18,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CASTELO ALFANUMERICO    |     1,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |CHAMEQUINHO A4 100F AMA |     2,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CHAMEQUINHO A4 100F BCO |     4,000|      33,60|       0,00|     0,00
       0|              |          |      0-00                 |CLIPES 3X0 ACC          |     4,000|      19,60|       0,00|     0,00
       0|              |          |      0-00                 |CLIPES ACC 4X0          |     6,000|      30,00|       0,00|     0,00
       0|              |          |      0-00                 |CLIPES CRACHA           |     4,000|       4,80|       0,00|     0,00
       0|              |          |      0-00                 |CLIPS ACC 2/0 C/100     |     3,000|      14,70|       0,00|     0,00
       0|              |          |      0-00                 |CLIPS BINDER 51MM       |     3,000|      10,50|       0,00|     0,00
       0|              |          |      0-00                 |COL COLOR KOALA 25G     |     1,000|       2,50|       0,00|     0,00
       0|              |          |      0-00                 |COLA BASTAO 10G LE0 LE0 |     4,000|      10,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA BASTAO 21G LEOLEO  |     7,000|      21,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA BASTAO LEOLEO 40G  |     1,000|       4,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA BRANCA BAMBINI 90G |     5,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA BRANCA KOALA 90G   |     6,000|      23,40|       0,00|     0,00
       0|              |          |      0-00                 |COLA BRANCA MAX COLA 90G|     1,000|       3,50|       0,00|     0,00
       0|              |          |      0-00                 |COLA COALA 40G          |    14,000|      30,80|       0,00|     0,00
       0|              |          |      0-00                 |COLA DE CONTATO BRASCOLP|     1,000|       9,50|       0,00|     0,00
       0|              |          |      0-00                 |COLA DO ARTESAO SILICONE|     2,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA GLITER 23G OURO ACR|     5,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |COLA GLITER BAMBINI PLUS|     1,000|       3,50|       0,00|     0,00
       0|              |          |      0-00                 |COLA ISOPOR COALA EVA 40|     7,000|      28,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA ISOPOR EVA KOALA 90|     6,000|      46,80|       0,00|     0,00
       0|              |          |      0-00                 |COLA QUENTE BASTAO FINO |    42,000|      42,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA QUENTE BASTAO GROS |    37,000|      74,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA RENDIBOND 3 INST   |     1,000|       8,00|       0,00|     0,00
       0|              |          |      0-00                 |COLA SILICONE LIQ 50G RE|    11,000|      55,00|       0,00|     0,00
       0|              |          |      0-00                 |COLAINST RENDBOND 20G 2 |     1,000|       8,00|       0,00|     0,00
       0|              |          |      0-00                 |COMPASSO TRIS           |     1,000|       9,50|       0,00|     0,00
       0|              |          |      0-00                 |CONTRATO DE LOCACAO ANIM|    13,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |COPO NAD AURORA 270ML   |     1,000|      16,50|       0,00|     0,00
       0|              |          |      0-00                 |COPO PLASTICO           |    10,000|      34,00|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /05/2025  a  31/05/2025
  ----------------------------------------------------------------------------------------------------------------------------------
