                                                       ITENS VENDIDOS NO PERIODO
 /02/2025  a  28/02/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
       0|              |          |      0-00                 |BORRACHA LEO LEO COLOR  |     1,000|       1,70|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MC KIDS 40     |    14,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MC PRETA       |    11,000|      33,00|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCU CLEAN COR|     1,000|       2,50|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR 40 QUADR|    13,000|      16,25|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR CLEAN CO|     3,000|       6,50|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR CLEAN CO|     1,000|       2,00|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR DELTA   |     3,000|       7,80|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR DUAS COR|    11,000|      14,30|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR FLASH   |    18,000|      34,20|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MERCUR TRCOLOR |    20,000|      60,00|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA MIX POUCO FAREL|     9,000|      27,00|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA PONTEIRA MERCUR|    17,000|       5,95|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA RECOR MERCU    |     2,000|       3,60|       0,00|     0,00
       0|              |          |      0-00                 |BORRACHA TR18           |     3,000|       9,60|       0,00|     0,00
       0|              |          |      0-00                 |BRINDER CLIPS 32MM      |     3,000|       6,00|       0,00|     0,00
       0|              |          |      0-00                 |C M ALFI                |     1,000|       5,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1/4 BROC CD NINA 48F|     1,000|       8,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1/4 BROCH LA FADINNE|     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1/4 CD 48F RX       |     3,000|      17,40|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1/4 CD D+ 48F RS    |     2,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD 1X4 BROC JAND FEM 48|     1,000|       7,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD BRAC UNIV CD 96FWOOF|     3,000|      40,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD BROC UNIV CD COST 96|     4,000|      58,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD BROC UNIV CD WANDERL|     3,000|      42,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD C DURA UNICORN I BEL|     1,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1/4 COST X-MOTO 9|     1,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1/4 STIFF 96F PIN|     3,000|      23,40|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 4 ELEM 160F  |     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 48F AMAR     |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 96F AZUL JAND|     1,000|       7,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 FAST 200F    |     5,000|      70,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X4 MAIS + 96FRS |     6,000|      51,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 1X8 STELLA 80F   |     2,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 4 ELEM 10M 160F  |     2,000|      44,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 4 ELEM 1MAT 80F  |     3,000|      37,50|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /02/2025  a  28/02/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CAD CD 4 ELEMENTOS 20M 3|     2,000|      88,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 48F VERM JAND    |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD 96 F JANDAIA VERM|     1,000|       7,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD ACT 20M 320F     |     2,000|      80,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD ARMY 12M 192F    |     2,000|      50,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD ARMY MASK 20M 320|     9,000|     351,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BEE 15 MAT 300F  |     1,000|      41,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BICYCLES 1M 80F  |     1,000|      12,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BOM D+ MASC 10 MA|     2,000|      44,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BOM FEM 20M 320F |     2,000|      78,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BR 1X4 PINK 48F  |     1,000|       5,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BRASI 15 300F    |     1,000|      34,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BRASILIDADE 96F  |     2,000|      19,60|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC 48F PRETO   |     1,000|       9,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC 96F VERD    |     2,000|      25,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC UNIV  96F FU|     1,000|      14,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROC X FOTO 1M 80|     1,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROCHURAO FAST RA|     1,000|      14,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD BROCHURAO PET 80F|     1,000|      14,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CART FAST 48F    |     5,000|      50,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CARTO FADAS 80F  |     4,000|     108,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CARTOG PETIT 80F |     2,000|      45,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CLIF FEM 20M 320F|     3,000|     128,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD CLIF MASC 80F 1M |     3,000|      39,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD COST X ROBOTS 96F|     2,000|      28,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 10M 140F |     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 12M 168F |     7,000|     136,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FLOWERS 15M 210F |     5,000|     144,00|       0,00|    24,00
       0|              |          |      0-00                 |CAD CD FLOWERS 20 MAT 28|    12,000|     372,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FORCE ONE 15M 210|     1,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD FURRY BEARS 12M 2|     1,000|      34,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD GAME 10M 160F    |     1,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD GAME 20M 320F    |     3,000|     120,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD JEANS WORLD 15M 2|     1,000|      26,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD KBOM FEM 20M 400F|     3,000|     150,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD LIKE IT 1M 80F   |     1,000|      13,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD LINDINHAS 10M  14|     2,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD LINDINHAS 1M 80F |     1,000|      12,80|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK 12M 192F WAR|     4,000|     104,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK 12M 192FLS F|     4,000|     100,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK AMOR 20M 320|     2,000|      80,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK FEMME 20M 32|     2,000|      80,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK WARRIOR 10 M|     2,000|      46,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MASK WAY 20M 320F|     7,000|     280,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MAXCAR 12 MAT 168|     2,000|      38,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MAXCARS 15M 210F |     1,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD MAXICARS 20M 280F|     4,000|     119,20|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD NATURE 15M 210F  |     1,000|      23,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD NATURE 20M 280F  |     5,000|     150,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD PET 1 MAT 80F    |     2,000|      24,00|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /02/2025  a  28/02/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CAD CD POP COLLECTION 10|     7,000|     175,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD SKATE 1M 80F     |     2,000|      23,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD STYLE MASK 15M 24|     3,000|      96,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD SUPER CHIC 15M 30|     1,000|      42,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD SUPER CHIC 20M 40|     1,000|      52,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WAY 1M 80F       |     1,000|      13,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WAY MASK 12M 192F|     1,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD WOOF 1M 80F      |     3,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD X-ANIMAL 12M 168F|     2,000|      40,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD X MOTO 10M 140F  |     2,000|      39,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD X MOTO 20M 280F  |     3,000|      90,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD X SURFING 20M 280|     2,000|      59,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XANIMAL 15M 210F |     1,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XGIRL 10M 140F   |     4,000|      68,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XGIRLS 1M 80F    |     4,000|      51,20|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XMOTO 15M 210F   |     2,000|      47,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XSPORT 15M 210F  |     2,000|      48,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XSPORTS 20M 280F |     4,000|     128,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XSURFING 10M 140F|     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XSURFING 15M 210F|     5,000|     120,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD XTREME 12M 240F  |     1,000|      27,50|       0,00|     0,00
       0|              |          |      0-00                 |CAD CD4 96F PRET        |     4,000|      32,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CDKBOM FEM 15M 300F |     1,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CDNATURE 12M 168F   |     4,000|      76,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD CROCH D+ AZ 48F     |     1,000|      12,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD DES ESP GDE 48F     |     2,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD MEIA PAUT 40F MNO   |     1,000|      16,00|       0,00|     0,00
       0|              |          |      0-00                 |CAD UNIV FREE 4M 56F    |     3,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CADER CD MAXCARS 10M    |     7,000|     126,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERN AT MEDIA 1X8 48F |     3,000|       7,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERN C D1X8 DISNEY    |     2,000|      19,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNETA CD 1/8 LA CREM|     2,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNETA CD 1/8 MONO 80|     1,000|       8,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO  CD 1X4 48 F JAN|     3,000|      17,40|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 1/4 48FLS TURMA |     1,000|       7,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 1/4 96FLS FAST  |     1,000|       8,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 1/4 96FLS HOJAS |     3,000|      24,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 10 MAT 140FLS BI|     1,000|      17,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 10MAT 140FLS NAT|     2,000|      34,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 10MAT 160FLS ACT|     1,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 1MAT GIRL 80FLS |     1,000|      11,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO 96F AZU CD TILIB|     5,000|      65,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO BRASILI 1X4 48F |    14,000|      49,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO C D BRACHURAO VE|     3,000|      38,30|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CAPA DURA STIFF |     2,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CARTO FLEX 96F  |     2,000|      27,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 1/4 COST WOND|     1,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 1/4 ESP 200F |     5,000|      70,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 1/4 UNICONS 9|     2,000|      18,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 10MAT 140FLS |     1,000|      18,00|       0,00|     0,00
  ----------------------------------------------------------------------------------------------------------------------------------

  Terca-Feira, 29 de Julho de 2025

                                                       ITENS VENDIDOS NO PERIODO
 /02/2025  a  28/02/2025
  ----------------------------------------------------------------------------------------------------------------------------------
  Pedido|    NF/ECF    |Data      |Cliente                    |Descricao               |Qtidade   |Total Venda|Total Custo|Canc/Devo
  ----------------------------------------------------------------------------------------------------------------------------------
       0|              |          |      0-00                 |CADERNO CD 10MAT 160FLS |     2,000|      44,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 10MAT 160FLS |     1,000|      22,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD 12MAT SUPER C|     5,000|     170,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD ACT 15M 240F |     1,000|      32,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD ARMT 15M 240F|     2,000|      64,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD ARMY 1M 80F J|     1,000|      13,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD ARMY MASK 10M|     3,000|      67,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD BROCH PRE 96 |     3,000|      38,40|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD FAST 15M 240F|     3,000|      96,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD FAST 20M 320F|     5,000|     200,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD FAST MASK 12M|     6,000|     156,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD FEMME 15M 240|     1,000|      30,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD GAMER 15M 240|     1,000|      32,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD GIRL 1M 80F J|     4,000|      54,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD MASK 10M 160F|     4,000|      90,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD MASK 12M 192F|     1,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD MAXICARS IM 8|     3,000|      36,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD NATURE 1M 80F|     1,000|       9,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD WAY MASK 10M |     7,000|     157,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD X MOTO 12M 16|     1,000|      20,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO CD X SPORT 1M 80|     1,000|      11,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO D+ CD 1/4 48FLS |     1,000|       6,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO DE BOLSO        |     3,000|       3,60|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO MAXICARS CD BRO |     3,000|      40,50|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV 48FLS RS   |     1,000|      10,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV CD 96FLS LI|     3,000|      42,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNO UNIV. PERFIL 10X|     1,000|      15,00|       0,00|     0,00
       0|              |          |      0-00                 |CADERNOA CD 10MAT FAST 1|     2,000|      45,00|       0,00|     0,00
       0|              |          |      0-00                 |CADRENO CD FAST 1M 80F J|     5,000|      67,50|       0,00|     0,00
       0|              |          |      0-00                 |CAIXA ARQUIVO MORTO PRET|     2,000|      20,00|       0,00|     0,00
       0|              |          |      0-00                 |CALCULADORA KENKO KK-119|     6,000|     121,00|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 1            |     1,000|       1,80|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 2            |     1,000|       1,80|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 3            |     3,000|       5,40|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA 4            |     5,000|       9,00|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA DIVERTIDA LET|     2,000|      10,00|       0,00|     0,00
       0|              |          |      0-00                 |CALIGRAFIA DIVERTIDA LET|     1,000|       4,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO BASCULANTE 802 |     2,000|      44,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO BOMBEIRO MT1240|     1,000|      18,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO MINI BASCULANTE|     2,000|      28,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO MINI CARGA 0636|     1,000|      14,00|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO MINI SOS 685   |     1,000|      13,80|       0,00|     0,00
       0|              |          |      0-00                 |CAMINHAO MT2316         |     1,000|      12,50|       0,00|     0,00
       0|              |          |      0-00                 |CAN COMP 0,4 MICROLIN VM|     5,000|      25,00|       0,00|     0,00
       0|              |          |      0-00                 |CAN ESF BAZZE 0,7 FASHIO|    22,000|      44,00|       0,00|     0,00
       0|              |          |      0-00                 |CAN FA                  |    12,000|      20,00|       0,00|     0,00
       0|              |          |      0-00                 |CANET BIC CRIST BOLD 1.6|     1,000|       2,20|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC 4 CORES      |     7,000|      67,70|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CELEBRATION A|     3,000|      20,10|       0,00|     0,00
       0|              |          |      0-00                 |CANETA BIC CRISTAL 1.6 A|     9,000|      19,80|       0,00|     0,00
